date,open,close,high,low,volume,成交额,均价,ma50,ma200
2026-01-14 13:03:00,23.81,23.81,23.81,23.81,0.0,0.0,23.782,,
2026-01-14 13:04:00,23.81,23.81,23.81,23.81,5.0,11905.0,23.782,,
2026-01-14 13:05:00,23.81,23.81,23.81,23.81,0.0,0.0,23.782,,
2026-01-14 13:06:00,23.81,23.81,23.81,23.81,0.0,0.0,23.782,,
2026-01-14 13:07:00,23.81,23.81,23.81,23.81,0.0,0.0,23.782,,
2026-01-14 13:08:00,23.81,23.81,23.81,23.81,0.0,0.0,23.782,,
2026-01-14 13:09:00,23.81,23.81,23.81,23.81,0.0,0.0,23.782,,
2026-01-14 13:10:00,23.81,23.81,23.81,23.81,30.0,71430.0,23.782,,
2026-01-14 13:11:00,23.81,23.81,23.81,23.81,0.0,0.0,23.782,,
2026-01-14 13:12:00,23.81,23.81,23.81,23.81,108.0,257148.0,23.782,,
2026-01-14 13:13:00,23.81,23.81,23.81,23.81,0.0,0.0,23.782,,
2026-01-14 13:14:00,23.81,23.81,23.81,23.81,0.0,0.0,23.782,,
2026-01-14 13:15:00,23.81,23.81,23.81,23.81,15.0,35715.0,23.782,,
2026-01-14 13:16:00,23.81,23.81,23.81,23.81,0.0,0.0,23.782,,
2026-01-14 13:17:00,23.81,23.81,23.81,23.81,0.0,0.0,23.782,,
2026-01-14 13:18:00,23.81,23.81,23.81,23.81,2.0,4762.0,23.782,,
2026-01-14 13:19:00,23.81,23.81,23.81,23.81,30.0,71430.0,23.783,,
2026-01-14 13:20:00,23.81,23.81,23.81,23.81,0.0,0.0,23.783,,
2026-01-14 13:21:00,23.81,23.81,23.81,23.81,0.0,0.0,23.783,,
2026-01-14 13:22:00,23.81,23.81,23.81,23.81,0.0,0.0,23.783,,
2026-01-14 13:23:00,23.81,23.81,23.81,23.81,0.0,0.0,23.783,,
2026-01-14 13:24:00,23.81,23.81,23.81,23.81,0.0,0.0,23.783,,
2026-01-14 13:25:00,23.81,23.81,23.81,23.81,0.0,0.0,23.783,,
2026-01-14 13:26:00,23.81,23.81,23.81,23.81,0.0,0.0,23.783,,
2026-01-14 13:27:00,23.81,23.81,23.81,23.81,0.0,0.0,23.783,,
2026-01-14 13:28:00,23.81,23.81,23.81,23.81,0.0,0.0,23.783,,
2026-01-14 13:29:00,23.81,23.81,23.81,23.81,0.0,0.0,23.783,,
2026-01-14 13:30:00,23.81,23.81,23.81,23.81,0.0,0.0,23.783,,
2026-01-14 13:31:00,23.81,23.81,23.81,23.81,10.0,23810.0,23.783,,
2026-01-14 13:32:00,23.81,23.81,23.81,23.81,0.0,0.0,23.783,,
2026-01-14 13:33:00,23.81,23.81,23.81,23.81,0.0,0.0,23.783,,
2026-01-14 13:34:00,23.81,23.81,23.81,23.81,2.0,4762.0,23.783,,
2026-01-14 13:35:00,23.81,23.81,23.81,23.81,0.0,0.0,23.783,,
2026-01-14 13:36:00,23.81,23.81,23.81,23.81,1.0,2381.0,23.783,,
2026-01-14 13:37:00,23.81,23.81,23.81,23.81,0.0,0.0,23.783,,
2026-01-14 13:38:00,23.81,23.81,23.81,23.81,0.0,0.0,23.783,,
2026-01-14 13:39:00,23.81,23.81,23.81,23.81,0.0,0.0,23.783,,
2026-01-14 13:40:00,23.81,23.81,23.81,23.81,0.0,0.0,23.783,,
2026-01-14 13:41:00,23.81,23.81,23.81,23.81,0.0,0.0,23.783,,
2026-01-14 13:42:00,23.81,23.81,23.81,23.81,0.0,0.0,23.783,,
2026-01-14 13:43:00,23.81,23.81,23.81,23.81,0.0,0.0,23.783,,
2026-01-14 13:44:00,23.81,23.81,23.81,23.81,5.0,11905.0,23.783,,
2026-01-14 13:45:00,23.81,23.81,23.81,23.81,0.0,0.0,23.783,,
2026-01-14 13:46:00,23.81,23.81,23.81,23.81,48.0,114288.0,23.783,,
2026-01-14 13:47:00,23.81,23.81,23.81,23.81,0.0,0.0,23.783,,
2026-01-14 13:48:00,23.81,23.81,23.81,23.81,51.0,121431.0,23.783,,
2026-01-14 13:49:00,23.81,23.81,23.81,23.81,0.0,0.0,23.783,,
2026-01-14 13:50:00,23.81,23.81,23.81,23.81,0.0,0.0,23.783,,
2026-01-14 13:51:00,23.81,23.81,23.81,23.81,0.0,0.0,23.783,,
