date,open,close,high,low,volume,成交额,均价,ma50,ma200
2026-01-19 14:20:00,6.69,6.7,6.7,6.69,907.0,607183.0,6.686,,
2026-01-19 14:21:00,6.7,6.69,6.7,6.68,3166.0,2118077.0,6.686,,
2026-01-19 14:22:00,6.69,6.69,6.69,6.68,1068.0,713733.0,6.686,,
2026-01-19 14:23:00,6.69,6.68,6.69,6.68,476.0,318130.0,6.686,,
2026-01-19 14:24:00,6.68,6.69,6.69,6.68,353.0,235922.0,6.686,,
2026-01-19 14:25:00,6.69,6.69,6.69,6.68,3140.0,2097922.0,6.686,,
2026-01-19 14:26:00,6.69,6.68,6.69,6.68,756.0,505281.0,6.686,,
2026-01-19 14:27:00,6.68,6.68,6.69,6.68,1054.0,704853.0,6.686,,
2026-01-19 14:28:00,6.68,6.69,6.69,6.68,947.0,633379.0,6.686,,
2026-01-19 14:29:00,6.69,6.68,6.69,6.68,2679.0,1789946.0,6.686,,
2026-01-19 14:30:00,6.68,6.68,6.69,6.68,922.0,616202.0,6.686,,
2026-01-19 14:31:00,6.68,6.69,6.69,6.68,829.0,554172.0,6.686,,
2026-01-19 14:32:00,6.69,6.68,6.69,6.67,5981.0,3994859.0,6.686,,
2026-01-19 14:33:00,6.68,6.68,6.68,6.67,1386.0,925326.0,6.686,,
2026-01-19 14:34:00,6.68,6.67,6.68,6.67,662.0,441772.0,6.686,,
2026-01-19 14:35:00,6.67,6.67,6.68,6.67,1568.0,1047023.0,6.686,,
2026-01-19 14:36:00,6.67,6.67,6.68,6.66,3860.0,2574935.0,6.685,,
2026-01-19 14:37:00,6.67,6.67,6.68,6.66,1127.0,751652.0,6.685,,
2026-01-19 14:38:00,6.67,6.67,6.68,6.67,1766.0,1178531.0,6.685,,
2026-01-19 14:39:00,6.67,6.68,6.68,6.67,1932.0,1289572.0,6.685,,
2026-01-19 14:40:00,6.68,6.67,6.68,6.67,1606.0,1072353.0,6.685,,
2026-01-19 14:41:00,6.67,6.67,6.68,6.67,1479.0,987112.0,6.685,,
2026-01-19 14:42:00,6.67,6.67,6.68,6.67,3780.0,2521445.0,6.685,,
2026-01-19 14:43:00,6.67,6.67,6.67,6.66,2258.0,1505647.0,6.685,,
2026-01-19 14:44:00,6.67,6.66,6.67,6.66,3766.0,2511836.0,6.685,,
2026-01-19 14:45:00,6.66,6.66,6.67,6.66,4115.0,2744460.0,6.685,,
2026-01-19 14:46:00,6.66,6.67,6.68,6.66,4556.0,3038584.0,6.685,,
2026-01-19 14:47:00,6.67,6.67,6.68,6.66,2461.0,1641565.0,6.685,,
2026-01-19 14:48:00,6.67,6.67,6.68,6.67,3623.0,2418179.0,6.685,,
2026-01-19 14:49:00,6.67,6.67,6.68,6.66,5680.0,3789041.0,6.685,,
2026-01-19 14:50:00,6.67,6.68,6.68,6.67,2274.0,1517865.0,6.685,,
2026-01-19 14:51:00,6.68,6.67,6.68,6.67,8547.0,5700548.0,6.684,,
2026-01-19 14:52:00,6.67,6.67,6.68,6.67,3351.0,2236978.0,6.684,,
2026-01-19 14:53:00,6.67,6.67,6.68,6.67,3090.0,2062471.0,6.684,,
2026-01-19 14:54:00,6.67,6.68,6.68,6.67,4083.0,2725351.0,6.684,,
2026-01-19 14:55:00,6.68,6.68,6.68,6.67,6144.0,4101698.0,6.684,,
2026-01-19 14:56:00,6.68,6.67,6.68,6.67,8612.0,5750495.0,6.684,,
2026-01-19 14:57:00,6.67,6.68,6.69,6.67,5641.0,3767739.0,6.684,,
2026-01-19 14:58:00,6.68,6.69,6.69,6.69,48.0,32112.0,6.684,,
2026-01-19 14:59:00,6.69,6.69,6.69,6.69,0.0,0.0,6.684,,
2026-01-19 15:00:00,6.69,6.69,6.69,6.69,14843.0,9929967.0,6.684,,
2026-01-20 09:30:00,6.69,6.69,6.69,6.69,3913.0,2617797.0,6.69,,
2026-01-20 09:31:00,6.69,6.79,6.79,6.7,10521.0,7078980.0,6.718,,
2026-01-20 09:32:00,6.79,6.75,6.81,6.75,19410.0,13139769.0,6.748,,
2026-01-20 09:33:00,6.75,6.77,6.77,6.75,11440.0,7728043.0,6.75,,
2026-01-20 09:34:00,6.77,6.72,6.77,6.72,9701.0,6537215.0,6.748,,
2026-01-20 09:35:00,6.72,6.7,6.74,6.7,9330.0,6268603.0,6.743,,
2026-01-20 09:36:00,6.7,6.71,6.72,6.7,7620.0,5109381.0,6.739,,
2026-01-20 09:37:00,6.71,6.66,6.69,6.66,11977.0,7999675.0,6.731,,
2026-01-20 09:38:00,6.66,6.64,6.66,6.63,8385.0,5578029.0,6.724,6.6842,
2026-01-20 09:39:00,6.64,6.63,6.64,6.62,5192.0,3442748.0,6.719,6.682799999999999,
2026-01-20 09:40:00,6.63,6.6,6.63,6.6,9351.0,6185709.0,6.71,6.681,
2026-01-20 09:41:00,6.6,6.58,6.6,6.57,19078.0,12571338.0,6.691,6.6788,
2026-01-20 09:42:00,6.58,6.62,6.62,6.57,9906.0,6529040.0,6.684,6.6776,
2026-01-20 09:43:00,6.62,6.62,6.62,6.6,10073.0,6658731.0,6.679,6.6762,
2026-01-20 09:44:00,6.62,6.61,6.63,6.61,3446.0,2280200.0,6.678,6.674600000000001,
2026-01-20 09:45:00,6.61,6.6,6.62,6.6,3615.0,2387928.0,6.676,6.672999999999999,
2026-01-20 09:46:00,6.6,6.61,6.62,6.59,9039.0,5967766.0,6.672,6.6716,
2026-01-20 09:47:00,6.61,6.58,6.62,6.58,8151.0,5375133.0,6.668,6.6694,
2026-01-20 09:48:00,6.58,6.6,6.6,6.58,4590.0,3022945.0,6.666,6.6678,
2026-01-20 09:49:00,6.6,6.61,6.62,6.6,8860.0,5855457.0,6.663,6.666399999999999,
2026-01-20 09:50:00,6.61,6.6,6.61,6.59,5527.0,3647474.0,6.661,6.6646,
2026-01-20 09:51:00,6.6,6.58,6.59,6.58,4616.0,3040238.0,6.66,6.6626,
2026-01-20 09:52:00,6.58,6.55,6.59,6.55,19007.0,12492260.0,6.652,6.66,
2026-01-20 09:53:00,6.55,6.55,6.56,6.54,12711.0,8327187.0,6.646,6.6575999999999995,
2026-01-20 09:54:00,6.55,6.55,6.55,6.55,8872.0,5810328.0,6.642,6.6552,
2026-01-20 09:55:00,6.55,6.54,6.55,6.53,10143.0,6636078.0,6.638,6.6526,
2026-01-20 09:56:00,6.54,6.56,6.56,6.53,17439.0,11414815.0,6.632,6.650400000000001,
