date,open,close,high,low,volume,成交额,均价,ma50,ma200
2026-01-19 10:32:00,5.28,5.27,5.28,5.27,945.0,498691.0,5.249,,
2026-01-19 10:33:00,5.27,5.28,5.28,5.27,690.0,364008.0,5.249,,
2026-01-19 10:34:00,5.28,5.27,5.28,5.27,435.0,229321.0,5.249,,
2026-01-19 10:35:00,5.27,5.26,5.28,5.26,3565.0,1878735.0,5.25,,
2026-01-19 10:36:00,5.26,5.27,5.28,5.26,1890.0,996043.0,5.25,,
2026-01-19 10:37:00,5.27,5.28,5.28,5.27,1983.0,1045254.0,5.25,,
2026-01-19 10:38:00,5.28,5.27,5.27,5.27,495.0,260862.0,5.25,,
2026-01-19 10:39:00,5.27,5.28,5.28,5.26,548.0,289014.0,5.25,,
2026-01-19 10:40:00,5.28,5.28,5.28,5.27,567.0,299045.0,5.25,,
2026-01-19 10:41:00,5.28,5.27,5.28,5.26,446.0,234999.0,5.251,,
2026-01-19 10:42:00,5.27,5.26,5.27,5.26,662.0,348412.0,5.251,,
2026-01-19 10:43:00,5.26,5.26,5.27,5.26,359.0,188858.0,5.251,,
2026-01-19 10:44:00,5.26,5.26,5.27,5.26,1036.0,545481.0,5.251,,
2026-01-19 10:45:00,5.26,5.27,5.27,5.26,255.0,134320.0,5.251,,
2026-01-19 10:46:00,5.27,5.28,5.28,5.26,2153.0,1134743.0,5.251,,
2026-01-19 10:47:00,5.28,5.28,5.28,5.27,2050.0,1082073.0,5.251,,
2026-01-19 10:48:00,5.28,5.28,5.28,5.27,831.0,438366.0,5.251,,
2026-01-19 10:49:00,5.28,5.27,5.28,5.27,333.0,175566.0,5.251,,
2026-01-19 10:50:00,5.27,5.28,5.28,5.27,333.0,175603.0,5.252,,
2026-01-19 10:51:00,5.28,5.28,5.28,5.27,589.0,310546.0,5.252,,
2026-01-19 10:52:00,5.28,5.28,5.28,5.27,228.0,120274.0,5.252,,
2026-01-19 10:53:00,5.28,5.28,5.28,5.27,269.0,141849.0,5.252,,
2026-01-19 10:54:00,5.28,5.27,5.27,5.27,134.0,70623.0,5.252,,
2026-01-19 10:55:00,5.27,5.28,5.28,5.27,1163.0,613018.0,5.252,,
2026-01-19 10:56:00,5.28,5.28,5.28,5.27,498.0,262512.0,5.252,,
2026-01-19 10:57:00,5.28,5.28,5.28,5.27,2239.0,1182085.0,5.252,,
2026-01-19 10:58:00,5.28,5.27,5.28,5.27,334.0,176222.0,5.252,,
2026-01-19 10:59:00,5.27,5.29,5.29,5.27,2881.0,1521165.0,5.253,,
2026-01-19 11:00:00,5.29,5.29,5.29,5.28,694.0,367083.0,5.253,,
2026-01-19 11:01:00,5.29,5.28,5.29,5.28,1057.0,558872.0,5.253,,
2026-01-19 11:02:00,5.28,5.31,5.31,5.29,22058.0,11685493.0,5.258,,
2026-01-19 11:03:00,5.31,5.3,5.31,5.3,2047.0,1086380.0,5.258,,
2026-01-19 11:04:00,5.3,5.31,5.31,5.3,1829.0,970542.0,5.259,,
2026-01-19 11:05:00,5.31,5.3,5.31,5.3,3102.0,1644475.0,5.259,,
2026-01-19 11:06:00,5.3,5.3,5.3,5.29,578.0,306151.0,5.26,,
2026-01-19 11:07:00,5.3,5.3,5.3,5.29,506.0,268101.0,5.26,,
2026-01-19 11:08:00,5.3,5.3,5.3,5.29,3604.0,1909948.0,5.26,,
